device_name,command,snapshot_id
R4,show ip bgp summary,2026-03-04_1115
R4,show ip bgp,2026-03-04_1124
R4,show ip bgp neighbors,2026-03-04_1124
R4,show ip bgp summary,2026-03-04_1124
R4,show ip bgp,2026-03-05_1559
R4,show ip bgp neighbors,2026-03-05_1559
R4,show ip bgp summary,2026-03-05_1559
R4,show ip bgp,2026-03-05_1615
R4,show ip bgp neighbors,2026-03-05_1615
R4,show ip bgp summary,2026-03-05_1615
R4,show ip bgp,2026-03-05_1627
R4,show ip bgp neighbors,2026-03-05_1627
R4,show ip bgp summary,2026-03-05_1627
R4,show ip bgp,2026-03-05_1918
R4,show ip bgp neighbors,2026-03-05_1918
R4,show ip bgp summary,2026-03-05_1918
R4,show ip bgp,2026-03-06_0246
R4,show ip bgp neighbors,2026-03-06_0246
R4,show ip bgp summary,2026-03-06_0246
R4,show ip bgp,2026-03-06_0931
R4,show ip bgp neighbors,2026-03-06_0931
R4,show ip bgp summary,2026-03-06_0931
